Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_AMPHITHEATER:Zone Mean Air Temperature [C](TimeStep),TZ_AMPHITHEATER:Zone Air CO2 Concentration [ppm](TimeStep),HTG HVAC 1 ADJUSTED BY 1.1 F:Schedule Value [](TimeStep),CLG HVAC 1 ADJUSTED BY 0 F:Schedule Value [](TimeStep),AHUS ONOFF:Schedule Value [](TimeStep),HOT_WATER_TEMPERATURE 1:Schedule Value [](TimeStep),MAISON DU SAVOIR AUDITORIUM OCC:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Plant [J](TimeStep),Fans:Electricity [J](TimeStep),Heating:DistrictHeatingWater [J](TimeStep),HeatingCoils:EnergyTransfer [J](TimeStep),Pumps:Electricity [J](TimeStep) 
 02/02  03:30:00,9.55,6.2,79.5,8.0,240.0,0.0,0.0,12.232051500603589,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  03:45:00,9.425,6.2,80.25,8.0,240.0,0.0,0.0,12.165816890751717,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  04:00:00,9.3,6.2,81.0,8.0,240.0,0.0,0.0,12.099170146210165,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  04:15:00,9.125,6.2,82.0,7.5,237.5,0.0,0.0,12.02219509399857,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  04:30:00,8.95,6.2,83.0,7.0,235.0,0.0,0.0,11.934974023414847,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  04:45:00,8.774999999999999,6.2,84.0,6.5,232.5,0.0,0.0,11.84333476983078,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  05:00:00,8.6,6.2,85.0,6.0,230.0,0.0,0.0,11.751378384391172,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  05:15:00,8.625,6.2,84.75,6.25,232.5,0.0,0.0,11.706839414743213,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  05:30:00,8.649999999999999,6.2,84.5,6.5,235.0,0.0,0.0,11.704571268177586,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  05:45:00,8.674999999999999,6.2,84.25,6.75,237.5,0.0,0.0,11.718284732152599,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  06:00:00,8.7,6.2,84.0,7.0,240.0,0.0,0.0,11.731880315734037,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  06:15:00,8.649999999999999,6.175000000000001,84.25,6.75,240.0,0.0,0.0,11.72503883551745,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  06:30:00,8.6,6.15,84.5,6.5,240.0,0.0,0.0,11.701577285146868,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  06:45:00,8.55,6.124999999999999,84.75,6.25,240.0,0.0,0.0,11.672736287427837,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  07:00:00,8.5,6.1,85.0,6.0,240.0,0.0,0.0,11.64462627389813,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  07:15:00,8.475,6.124999999999999,85.25,5.75,237.5,6.75,0.0,11.623725839486195,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  07:30:00,8.45,6.15,85.5,5.5,235.0,9.0,0.0,11.608350660736637,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  07:45:00,8.425,6.175000000000001,85.75,5.25,232.5,21.25,0.0,11.594646779460659,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  08:00:00,8.4,6.2,86.0,5.0,230.0,33.5,0.0,11.58064648664527,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  08:15:00,8.325000000000001,6.25,86.75,5.0,230.0,45.75,0.0,11.55455789354631,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  08:30:00,8.25,6.300000000000001,87.5,5.0,230.0,58.0,0.0,11.517920703016674,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  08:45:00,8.174999999999999,6.3500000000000005,88.25,5.0,230.0,72.0,2.5,11.477393484926166,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  09:00:00,8.1,6.4,89.0,5.0,230.0,86.0,5.0,11.436939026267282,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  09:15:00,7.999999999999999,6.425000000000001,89.75,5.25,227.5,100.0,7.5,11.39142383198367,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  09:30:00,7.9,6.45,90.5,5.5,225.0,114.0,10.0,11.340814838537714,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  09:45:00,7.800000000000001,6.475,91.25,5.75,222.5,122.75,15.75,11.288004640821724,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  10:00:00,7.7,6.5,92.0,6.0,220.0,131.5,21.5,11.235002703994283,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  10:15:00,7.775,6.525,91.75,6.25,222.5,140.25,27.25,11.222663545471127,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  10:30:00,7.85,6.55,91.5,6.5,225.0,149.0,33.0,11.246505798804302,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  10:45:00,7.925,6.574999999999999,91.25,6.75,227.5,153.5,34.25,11.28392145691951,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  11:00:00,8.0,6.6,91.0,7.0,230.0,158.0,35.5,11.32131334857607,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  11:15:00,8.025,6.674999999999999,91.25,7.25,232.5,162.5,36.75,11.34481921112153,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  11:30:00,8.05,6.75,91.5,7.5,235.0,167.0,38.0,11.357578471096021,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  11:45:00,8.075,6.825000000000001,91.75,7.75,237.5,165.75,37.75,11.367275708169227,400.0000000000002,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  12:00:00,8.1,6.9,92.0,8.0,240.0,164.5,37.5,11.377799066540291,400.0000000000002,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  12:15:00,8.049999999999999,6.925000000000001,92.5,8.25,240.0,163.25,37.25,11.372008815739829,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  12:30:00,8.0,6.95,93.0,8.5,240.0,162.0,37.0,11.350833958715555,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  12:45:00,7.950000000000001,6.975,93.5,8.75,240.0,156.25,33.0,11.323523569728504,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  13:00:00,7.9,7.0,94.0,9.0,240.0,150.5,29.0,11.296050910846256,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  13:15:00,7.950000000000001,7.075,94.25,8.75,240.0,144.75,25.0,11.292718911378499,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  13:30:00,8.0,7.15,94.5,8.5,240.0,139.0,21.0,11.310361509369676,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  13:45:00,8.049999999999999,7.225,94.75,8.25,240.0,127.75,17.25,11.335655601292325,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  14:00:00,8.1,7.3,95.0,8.0,240.0,116.5,13.5,11.360715599853457,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  14:15:00,8.174999999999999,7.35,94.75,7.75,240.0,105.25,9.75,11.390123852393378,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  14:30:00,8.25,7.4,94.5,7.5,240.0,94.0,6.0,11.42457415737752,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  14:45:00,8.325000000000001,7.45,94.25,7.25,240.0,79.5,4.5,11.461649716672131,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  15:00:00,8.4,7.5,94.0,7.0,240.0,65.0,3.0,11.499374028639506,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  15:15:00,8.475000000000001,7.525,93.75,6.75,242.5,50.5,1.5,11.537115455304013,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  15:30:00,8.55,7.55,93.5,6.5,245.0,36.0,0.0,11.574999630378972,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  15:45:00,8.625,7.574999999999999,93.25,6.25,247.5,27.0,0.0,11.613184170128193,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  16:00:00,8.7,7.6,93.0,6.0,250.0,18.0,0.0,11.651700048481082,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  16:15:00,8.7,7.6,93.0,6.0,247.5,9.0,0.0,11.672992128335903,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  16:30:00,8.7,7.6,93.0,6.0,245.0,0.0,0.0,11.678605402534235,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  16:45:00,8.7,7.6,93.0,6.0,242.5,0.0,0.0,11.67806565130619,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  17:00:00,8.7,7.6,93.0,6.0,240.0,0.0,0.0,11.677449271893567,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  17:15:00,8.799999999999999,7.6,92.25,5.75,242.5,0.0,0.0,11.701302014313592,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  17:30:00,8.899999999999999,7.6,91.5,5.5,245.0,0.0,0.0,11.746722901642746,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  17:45:00,9.0,7.6,90.75,5.25,247.5,0.0,0.0,11.80031869981867,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  18:00:00,9.1,7.6,90.0,5.0,250.0,0.0,0.0,11.8540417509739,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  18:15:00,9.174999999999999,7.574999999999999,89.5,4.5,250.0,0.0,0.0,11.90063565372384,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  18:30:00,9.25,7.55,89.0,4.0,250.0,0.0,0.0,11.941734243570838,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  18:45:00,9.325000000000001,7.525,88.5,3.5,250.0,0.0,0.0,11.981304769014661,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  19:00:00,9.4,7.5,88.0,3.0,250.0,0.0,0.0,12.021404122042513,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  19:15:00,9.425,7.475,87.75,3.25,247.5,0.0,0.0,12.050429997428155,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  19:30:00,9.45,7.45,87.5,3.5,245.0,0.0,0.0,12.068921500263647,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  19:45:00,9.475,7.425000000000001,87.25,3.75,242.5,0.0,0.0,12.083060457342414,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  20:00:00,9.5,7.4,87.0,4.0,240.0,0.0,0.0,12.096974590738906,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  20:15:00,9.55,7.325000000000001,86.25,4.25,240.0,0.0,0.0,12.117507648906559,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  20:30:00,9.6,7.25,85.5,4.5,240.0,0.0,0.0,12.14373650927279,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  20:45:00,9.649999999999999,7.174999999999999,84.75,4.75,240.0,0.0,0.0,12.172050762306146,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  21:00:00,9.7,7.1,84.0,5.0,240.0,0.0,0.0,12.200335692396497,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  21:15:00,9.549999999999999,6.949999999999999,84.0,5.0,242.5,0.0,0.0,12.180974189372847,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  21:30:00,9.399999999999999,6.8,84.0,5.0,245.0,0.0,0.0,12.11798267958032,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  21:45:00,9.25,6.65,84.0,5.0,247.5,0.0,0.0,12.037716861649916,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  22:00:00,9.1,6.5,84.0,5.0,250.0,0.0,0.0,11.957122443741293,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  22:15:00,8.899999999999999,6.475,85.0,4.75,245.0,0.0,0.0,11.867960099190158,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  22:30:00,8.7,6.45,86.0,4.5,240.0,0.0,0.0,11.76913755745637,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  22:45:00,8.5,6.425000000000001,87.0,4.25,235.0,0.0,0.0,11.665595423295828,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  23:00:00,8.3,6.4,88.0,4.0,230.0,0.0,0.0,11.561367157537992,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  23:15:00,8.350000000000001,6.500000000000001,88.25,3.75,230.0,0.0,0.0,11.515709201517227,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  23:30:00,8.4,6.6,88.5,3.5,230.0,0.0,0.0,11.522490036544552,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  23:45:00,8.45,6.699999999999999,88.75,3.25,230.0,0.0,0.0,11.54920432181317,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/02  24:00:00,8.5,6.8,89.0,3.0,230.0,0.0,0.0,11.575919974578255,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  00:15:00,8.5,6.8,89.0,3.0,227.5,0.0,0.0,11.587403205472024,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  00:30:00,8.5,6.8,89.0,3.0,225.0,0.0,0.0,11.587483189894417,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  00:45:00,8.5,6.8,89.0,3.0,222.5,0.0,0.0,11.584457302815748,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  01:00:00,8.5,6.8,89.0,3.0,220.0,0.0,0.0,11.582406126831057,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  01:15:00,8.45,6.675,88.5,3.0,225.0,0.0,0.0,11.569997487408617,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  01:30:00,8.4,6.55,88.0,3.0,230.0,0.0,0.0,11.54734369845315,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  01:45:00,8.350000000000001,6.425,87.5,3.0,235.0,0.0,0.0,11.520396706219312,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  02:00:00,8.3,6.3,87.0,3.0,240.0,0.0,0.0,11.49322713818527,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  02:15:00,7.950000000000001,6.1,88.0,3.0,232.5,0.0,0.0,11.397268117111091,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  02:30:00,7.6000000000000005,5.9,89.0,3.0,225.0,0.0,0.0,11.239086592386094,400.0000000000001,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  02:45:00,7.250000000000001,5.7,90.0,3.0,217.5,0.0,0.0,11.057511266082576,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  03:00:00,6.9,5.5,91.0,3.0,210.0,0.0,0.0,10.876747194179776,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  03:15:00,6.825000000000001,5.4,90.75,3.0,212.5,0.0,0.0,10.763939937841615,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  03:30:00,6.75,5.3,90.5,3.0,215.0,0.0,0.0,10.708165778356001,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  03:45:00,6.674999999999999,5.199999999999999,90.25,3.0,217.5,0.0,0.0,10.67168105437408,399.99999999999983,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  04:00:00,6.6,5.1,90.0,3.0,220.0,0.0,0.0,10.633355365111878,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  04:15:00,6.749999999999999,5.175,89.5,3.0,220.0,0.0,0.0,10.641633833436941,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  04:30:00,6.9,5.25,89.0,3.0,220.0,0.0,0.0,10.694481489101538,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  04:45:00,7.050000000000001,5.325000000000001,88.5,3.0,220.0,0.0,0.0,10.765622759999626,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  05:00:00,7.2,5.4,88.0,3.0,220.0,0.0,0.0,10.838046877441998,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  05:15:00,6.800000000000001,5.025,88.25,2.75,217.5,0.0,0.0,10.782737194618775,400.00000000000017,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  05:30:00,6.4,4.65,88.5,2.5,215.0,0.0,0.0,10.615311204850443,400.00000000000006,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  05:45:00,5.999999999999999,4.275,88.75,2.25,212.5,0.0,0.0,10.407915686902971,400.0,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  06:00:00,5.6,3.9,89.0,2.0,210.0,0.0,0.0,10.203313228919967,399.99999999999994,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  06:15:00,5.949999999999999,4.225,88.75,2.5,212.5,0.0,0.0,10.17674813516398,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  06:30:00,6.3,4.55,88.5,3.0,215.0,0.0,0.0,10.300556610764414,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/03  06:45:00,6.65,4.875,88.25,3.5,217.5,0.0,0.0,10.476780724383612,399.9999999999999,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
